ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
association rule mining	660	METHOD MD:54 PM:14	METHOD MD:24 PM:12 DT:9 MC:4	METHOD MD:33 PM:9 DT:25 MC:1	DATASET MD:15 PM:8 DT:30 MC:3	DATASET MD:9 PM:8 DT:12 MC:1
least squares	647	PROBLEM MD:26 PM:73 MC:4	METHOD MD:18 PM:16 DT:2 MC:12	METHOD MD:9 PM:3 DT:8 MC:1	METHOD MD:24 PM:16 DT:4 MC:2	METHOD MD:27 PM:5 DT:4 MC:5
in degree	647	METHOD MD:2 MC:1	METHOD MD:3 DT:1 MC:2	METRIC MD:1 DT:2 MC:9	METHOD MD:4 PM:4 DT:2 MC:4	DATASET MD:1 PM:1 DT:2
maximum entropy	643	METHOD MD:173 PM:6 MC:9	METHOD MD:29 PM:9 DT:1	METHOD MD:12 PM:5 DT:2 MC:3	METHOD MD:18 PM:1 DT:8 MC:3	METHOD MD:19 PM:5 DT:2 MC:3
average precision	638	METRIC MC:12	METRIC MD:6 DT:1 MC:8	METHOD MD:27 PM:2 DT:2 MC:5	METRIC MD:8 PM:6 DT:3 MC:10	METRIC MD:6 PM:8 DT:3 MC:12
directed graph	637	METHOD MD:5 PM:2 DT:1	METHOD MD:2 PM:1 DT:2 MC:1	DATASET MD:12 PM:9 DT:20	METHOD MD:9 PM:4 DT:4 MC:1	METHOD MD:13 PM:2 DT:5 MC:4
differential privacy	636	METHOD MD:6 MC:2	DATASET MD:13 PM:3 DT:23	DATASET MD:14 PM:7 DT:19 MC:1	DATASET MD:11 PM:4 DT:21	METHOD MD:17 PM:3 DT:12 MC:4
semantic similarity	629	METRIC MD:15 DT:1 MC:68	METRIC MD:4 PM:3 DT:5 MC:27	METHOD MD:13 PM:7 MC:4	METHOD MD:17 PM:6 DT:3 MC:9	PROBLEM MD:6 PM:8 DT:3 MC:8
maximum likelihood	617	METHOD MD:59 PM:11 MC:20	METHOD MD:10 PM:7 DT:4 MC:2	DATASET MD:13 PM:6 DT:129 MC:4	METHOD MD:31 PM:7 DT:6 MC:3	METHOD MD:14 PM:4 DT:8 MC:4
false positive	615	PROBLEM PM:7 DT:6 MC:2	METRIC MD:1 PM:2 DT:2 MC:7	METHOD MD:7 PM:4 DT:2 MC:2	METHOD MD:5 PM:3 DT:3 MC:1	METHOD MD:6 PM:3 DT:2 MC:2
time window	614	METHOD MD:7 PM:1 MC:1	METHOD MD:1 PM:1 DT:1 MC:1	DATASET MD:8 PM:2 DT:11 MC:3	METRIC MD:5 PM:3 DT:6 MC:7	METHOD MD:9 PM:6 DT:6 MC:4
association rule	603	METHOD MD:24 PM:5 DT:1	METHOD MD:22 PM:12 DT:1 MC:3	METHOD MD:7 PM:6 DT:6 MC:1	DATASET MD:7 PM:2 DT:8 MC:1	DATASET MD:6 PM:4 DT:12 MC:1
knowledge bases	598	DATASET PM:1 DT:2	DATASET MD:3 PM:3 DT:8	PROBLEM MD:7 PM:8 DT:8	METHOD MD:7 PM:3 DT:2 MC:1	PROBLEM MD:5 PM:7 DT:7
gradient descent	597	METHOD MD:132 PM:4 MC:2	METHOD MD:15 PM:2 DT:1 MC:13	METHOD MD:18 PM:5 DT:1 MC:8	METHOD MD:26 PM:8 DT:2 MC:11	METHOD MD:14 PM:10 DT:2 MC:9
edit distance	587	METRIC MD:22 PM:1 MC:24	PROBLEM MD:2 PM:4 DT:2 MC:3	METHOD MD:11 PM:3 DT:4 MC:8	METRIC MD:10 PM:3 DT:4 MC:14	METHOD MD:12 PM:4 DT:4 MC:8
relevance feedback	577	METHOD MD:27 PM:18 DT:1 MC:1	PROBLEM MD:5 PM:8 DT:1 MC:1	METHOD MD:14 PM:12 DT:7 MC:1	METHOD MD:10 PM:10 DT:1 MC:1	METHOD MD:11 PM:5 DT:3
random sampling	560	METHOD MD:34 PM:20 MC:1	METHOD MD:21 PM:1 DT:8	METHOD MD:16 PM:1 DT:13	DATASET MD:10 PM:1 DT:11 MC:1	METHOD MD:10 PM:4 DT:10 MC:4
social network analysis	557	PROBLEM PM:1	PROBLEM MD:5 PM:28 DT:3 MC:1	DATASET MD:6 PM:7 DT:11	PROBLEM MD:3 PM:5 DT:4 MC:1	DATASET MD:3 PM:4 DT:6 MC:1
national science foundation	543	N/A	N/A	N/A	N/A	DATASET PM:1 DT:2
monte carlo	542	METHOD MD:126 PM:4 DT:3	METHOD MD:23 PM:6 DT:4 MC:4	METHOD MD:14 PM:6 DT:1 MC:5	METHOD MD:17 PM:2 DT:1 MC:5	METHOD MD:16 PM:4 DT:7 MC:9
out degree	536	METRIC DT:1 MC:2	METHOD MD:2 DT:2 MC:2	METRIC MC:4	METRIC MD:3 PM:2 DT:3 MC:5	DATASET MD:1 DT:2 MC:2
access control	536	METHOD MD:41 PM:5	METHOD MD:17 PM:8 DT:3	METHOD MD:9 PM:3 DT:3	METHOD MD:9 PM:9 DT:3	PROBLEM MD:7 PM:8 DT:6
named entity	530	PROBLEM MD:1 PM:5 DT:1 MC:3	PROBLEM MD:8 PM:12 DT:2	METHOD MD:9 PM:6 MC:4	PROBLEM MD:9 PM:10 DT:3 MC:2	METHOD MD:6 PM:6 DT:5 MC:1
click through rate	527	METRIC MC:4	METRIC PM:2 MC:7	METRIC MD:2 PM:1 DT:1 MC:4	METHOD MD:5 PM:2 DT:1 MC:1	PROBLEM PM:3 DT:2 MC:3
false positive rate	517	METRIC MC:1	METRIC MD:2 MC:7	METRIC MD:5 PM:2 DT:3 MC:7	DATASET MD:2 PM:3 DT:6 MC:1	METHOD MD:4 PM:2 DT:4 MC:2
distance based	515	METHOD MD:53 DT:4 MC:13	METHOD MD:31 PM:5 DT:2 MC:7	METHOD MD:23 PM:5 DT:3 MC:7	METHOD MD:13 PM:3 DT:9 MC:4	METHOD MD:8 PM:4 DT:5 MC:3
correlation coefficient	514	METRIC MC:1	METRIC PM:1 MC:5	METRIC MD:3 PM:3 DT:2 MC:7	METRIC MD:4 PM:2 DT:1 MC:12	METRIC MD:5 PM:3 DT:2 MC:16
neural network	510	METHOD MD:55 PM:4 DT:2 MC:6	METHOD MD:35 PM:4 DT:8 MC:3	METHOD MD:18 PM:2 DT:4 MC:3	METHOD MD:12 PM:6 DT:6 MC:4	METHOD MD:11 PM:6 DT:8 MC:4
multi dimensional	504	DATASET MD:9 DT:80 MC:1	METHOD MD:12 PM:12 DT:12 MC:7	METHOD MD:11 PM:3 DT:9 MC:1	METHOD MD:12 PM:4 DT:11	METHOD MD:10 PM:4 DT:8 MC:2
two stage	498	METHOD MD:257 PM:24 DT:2 MC:1	METHOD MD:58 PM:7 MC:2	METHOD MD:32 PM:9	METHOD MD:9 PM:6 DT:1 MC:1	METHOD MD:22 PM:6 DT:6 MC:1
feature sets	493	N/A	DATASET PM:1 DT:4 MC:1	METHOD MD:5 PM:2 DT:1 MC:2	METHOD MD:7 PM:5 DT:7	METHOD MD:19 DT:7 MC:4
query time	493	METHOD MD:1	METHOD MD:3 DT:2	PROBLEM MD:6 PM:9 DT:3 MC:4	METHOD MD:8 PM:3 DT:2 MC:2	METHOD MD:9 PM:9 DT:1 MC:2
bayesian networks	491	METHOD MD:1 PM:1	DATASET MD:7 PM:1 DT:8 MC:4	METHOD MD:16 PM:5 DT:8 MC:7	METHOD MD:15 PM:2 DT:13 MC:2	METHOD MD:16 PM:1 DT:9 MC:3
connected components	477	METHOD MD:4	METHOD MD:9 PM:2 DT:1	DATASET MD:2 PM:2 DT:5 MC:2	METHOD MD:16 PM:4 DT:2 MC:1	METHOD MD:10 PM:2 DT:1 MC:1
term frequency	468	METRIC MD:4 MC:7	METHOD MD:9 PM:1 MC:3	METRIC MD:4 PM:1 DT:1 MC:5	METHOD MD:7 DT:1 MC:5	METRIC MD:3 DT:2 MC:4
linear model	467	METRIC MD:3 PM:4 MC:5	METHOD MD:7 MC:2	METHOD MD:17 PM:3 DT:3 MC:6	METHOD MD:22 PM:4 DT:4 MC:8	METHOD MD:14 DT:4 MC:6
higher order	466	DATASET MD:5 PM:2 DT:8	METHOD MD:17 PM:5 DT:4 MC:1	METHOD MD:6 PM:4 DT:6 MC:3	METHOD MD:11 PM:5 DT:6 MC:2	DATASET MD:5 PM:1 DT:8 MC:2
post processing	465	METHOD MD:32 PM:8 DT:2	METHOD MD:4 PM:3 DT:4	METHOD MD:7 PM:1 DT:3	PROBLEM MD:5 PM:6 DT:6 MC:5	DATASET MD:6 PM:4 DT:8 MC:3
candidate generation	460	METHOD MD:50 PM:12 MC:2	METHOD MD:11 PM:4	METHOD MD:11 PM:3 DT:3 MC:1	METHOD MD:13 PM:3 DT:8 MC:1	METHOD MD:11 PM:4 DT:4
user interfaces	455	PROBLEM PM:3	DATASET PM:2 DT:4 MC:1	METHOD MD:6 PM:6 DT:3	PROBLEM MD:2 PM:8 DT:2	METHOD MD:6 PM:3 DT:6
service provider	449	PROBLEM MD:1 PM:3 DT:1	METHOD MD:2 DT:1	METHOD MD:6 PM:6 DT:6 MC:3	METHOD MD:6 PM:3 DT:5	METHOD MD:4 PM:4 DT:2 MC:1
false negatives	447	N/A	METHOD MD:3 PM:2	METHOD MD:7 PM:6 DT:3 MC:2	METHOD MD:10 PM:4 DT:1 MC:3	PROBLEM MD:4 PM:7 DT:5 MC:1
regression model	442	N/A	METHOD MD:4 PM:1	METHOD MD:5 PM:3 DT:5 MC:4	DATASET MD:8 PM:3 DT:9 MC:2	METHOD MD:12 PM:5 DT:6 MC:7
privacy preserving	440	DATASET MD:15 PM:5 DT:45 MC:1	METHOD MD:27 PM:13 DT:15 MC:2	METHOD MD:15 PM:5 DT:10 MC:4	DATASET MD:8 PM:1 DT:14	DATASET MD:4 PM:4 DT:22 MC:2
computer networks	438	N/A	PROBLEM MD:4 PM:5	METHOD MD:4 PM:3 DT:1	METHOD MD:1	DATASET DT:3
carnegie mellon university	436	N/A	PROBLEM PM:1	METHOD MD:3 PM:3	METHOD MD:1 PM:1	DATASET MD:1 PM:1 DT:3
confidence intervals	435	N/A	PROBLEM MD:1 PM:2 MC:1	METHOD MD:6 PM:6 DT:2 MC:1	METHOD MD:10 PM:2 DT:3 MC:5	METHOD MD:14 PM:2 DT:1 MC:4
brute force	434	METHOD MD:160 PM:2	METHOD MD:16 PM:1	METHOD MD:16 PM:2 DT:2 MC:1	METHOD MD:15 PM:3 DT:3	METHOD MD:11 PM:1 DT:3
label propagation	434	METHOD MD:83 PM:13 MC:1	DATASET MD:11 PM:4 DT:12 MC:1	METHOD MD:14 PM:3 DT:7 MC:7	METHOD MD:21 PM:2 DT:3 MC:2	METHOD MD:10 PM:7 DT:3 MC:3
opinion mining	434	PROBLEM MD:9 PM:14 MC:2	METHOD MD:11 PM:8	PROBLEM MD:5 PM:14 DT:5	METHOD MD:10 PM:10 DT:2	METHOD MD:8 PM:5 DT:1
intrusion detection	429	PROBLEM MD:7 PM:24 DT:17	PROBLEM MD:5 PM:9 DT:9	DATASET MD:10 PM:8 DT:15	PROBLEM MD:7 PM:15 DT:10	DATASET MD:4 PM:7 DT:12
travel time	425	N/A	METHOD MD:8 PM:3 DT:1	METHOD MD:6 PM:2 DT:3 MC:2	METHOD MD:6 PM:1 DT:4 MC:2	METHOD MD:7 PM:2 DT:2 MC:1
k means algorithm	419	N/A	METHOD MD:3 DT:1 MC:1	DATASET MD:6 PM:1 DT:7 MC:3	METHOD MD:13 PM:1 DT:10 MC:3	METHOD MD:18 PM:5 DT:15 MC:4
inner product	416	METHOD MD:4 DT:1 MC:3	DATASET MD:1 DT:2 MC:2	METRIC MD:1 DT:2 MC:5	METRIC MD:2 PM:1 MC:10	METRIC MD:1 PM:1 MC:4
digital libraries	414	N/A	PROBLEM MD:2 PM:3 DT:2	DATASET MD:1 PM:1 DT:2	DATASET MD:2 PM:4 DT:5	PROBLEM MD:5 PM:6 DT:3 MC:1
confidence interval	413	METHOD MD:2 MC:1	PROBLEM MD:1 PM:3 DT:1 MC:1	METHOD MD:5 PM:1 DT:1 MC:3	PROBLEM MD:2 PM:4 DT:2 MC:4	METHOD MD:3 PM:3 DT:2 MC:1
betweenness centrality	412	METHOD MD:5 PM:2 MC:5	METRIC MD:17 MC:18	METHOD MD:13 PM:4 DT:1 MC:6	METHOD MD:3 PM:2 MC:2	METHOD MD:5 PM:2 DT:1 MC:1
operating system	411	METHOD MD:2	PROBLEM PM:3 DT:1 MC:1	METHOD MD:23 PM:12 MC:1	PROBLEM MD:6 PM:13 DT:3	PROBLEM MD:3 PM:18 DT:2
matrix completion	408	PROBLEM MD:29 PM:57	METHOD MD:34 PM:10 DT:1 MC:1	METHOD MD:6 PM:4 DT:5 MC:3	METRIC MD:9 PM:4 DT:5 MC:22	METHOD MD:8 PM:8 DT:6 MC:1
multi task learning	400	METHOD MD:52 PM:12	METHOD MD:20 PM:5 DT:1 MC:4	PROBLEM MD:10 PM:21 DT:3	PROBLEM MD:13 PM:14 DT:8	PROBLEM MD:9 PM:15 DT:3 MC:1
maximum value	395	METHOD MD:1	METRIC MD:1 MC:4	METRIC MD:4 PM:2 DT:1 MC:12	METRIC MD:1 PM:1 DT:4 MC:16	METRIC MD:1 PM:2 DT:1 MC:10
electronic commerce	394	PROBLEM PM:3	METHOD MD:3 PM:1 DT:2 MC:1	DATASET MD:1 PM:2 DT:8	DATASET MD:1 PM:1 DT:4	DATASET PM:1 DT:2
standard deviations	388	N/A	N/A	DATASET MD:2 DT:8 MC:2	METRIC MD:1 DT:2 MC:5	DATASET PM:1 DT:4 MC:3
personal information	384	DATASET PM:2 DT:9	PROBLEM MD:3 PM:8 DT:3	METHOD MD:8 PM:3 DT:2	PROBLEM MD:3 PM:4 DT:2 MC:1	DATASET MD:1 PM:2 DT:5
sequential pattern	384	METHOD MD:1 PM:1	PROBLEM MD:31 PM:33 DT:1 MC:1	PROBLEM MD:5 PM:7 DT:6 MC:1	PROBLEM MD:2 PM:6 DT:3 MC:2	DATASET MD:9 PM:11 DT:12
right hand side	380	METRIC MD:1 DT:1 MC:2	PROBLEM PM:1	METHOD MD:2 PM:2 DT:2 MC:2	PROBLEM MD:2 PM:5 DT:3 MC:2	METRIC PM:1 DT:1 MC:2
local search	379	METHOD MD:24 PM:15	METHOD MD:10 PM:3 DT:2 MC:3	METHOD MD:18 PM:4 DT:7 MC:2	METHOD MD:8 PM:3 DT:4 MC:4	METHOD MD:8 PM:4 MC:3
expectation maximization	377	METHOD MD:54 PM:1	METHOD MD:25 PM:3 DT:1 MC:1	METHOD MD:29 PM:6 DT:4 MC:1	METHOD MD:146 PM:7 DT:2 MC:2	METHOD MD:28 PM:5 DT:6 MC:2
user generated content	376	METHOD MD:1	PROBLEM MD:4 PM:16 DT:3 MC:1	PROBLEM MD:1 PM:2	DATASET MD:2 PM:3 DT:4	METHOD MD:5 PM:1 DT:2
vector space model	372	METRIC MC:1	METHOD MD:6 PM:1 MC:1	METHOD MD:14 PM:2 DT:1 MC:5	METHOD MD:15 PM:1 MC:5	METHOD MD:12 PM:3 MC:7
intelligent systems	369	PROBLEM PM:2	METHOD MD:1 DT:1	DATASET MD:3 PM:3 DT:5	DATASET DT:1 MC:1	DATASET DT:4
regular expression	366	N/A	PROBLEM MD:1 PM:2 DT:1 MC:2	METHOD MD:10 PM:2 DT:1 MC:3	DATASET MD:2 PM:1 DT:3 MC:3	METHOD MD:2 MC:1
conversion rate	362	METHOD MD:1 MC:1	METHOD MD:5 PM:1 DT:1 MC:2	METHOD MD:4 MC:2	METRIC MD:4 PM:3 DT:2 MC:5	METHOD MD:5 PM:3 DT:2 MC:4
yahoo! answers	361	DATASET PM:1 DT:15	PROBLEM PM:8 DT:5	PROBLEM MD:2 PM:4 DT:4 MC:1	PROBLEM MD:2 PM:5 DT:4	PROBLEM MD:3 PM:4 DT:3 MC:2
stochastic gradient descent	358	METHOD MD:35	METHOD MD:12 PM:3 DT:1 MC:3	METHOD MD:27 DT:1	METHOD MD:21 PM:5 MC:4	METHOD MD:14 PM:9 DT:1 MC:8
entity linking	358	PROBLEM MD:15 PM:75	METHOD MD:12 PM:7 DT:1	PROBLEM MD:7 PM:17 DT:4	PROBLEM MD:2 PM:6 DT:1	PROBLEM MD:2 PM:13 DT:6 MC:2
language modeling	358	METHOD MD:110 PM:6 MC:3	METHOD MD:7 PM:3 MC:2	METHOD MD:9 PM:3	METHOD MD:11 PM:4	METHOD MD:14 PM:1 DT:1
small world	356	PROBLEM MD:22 PM:37 DT:1	METHOD MD:11 PM:1 DT:2	PROBLEM PM:1 DT:1	METHOD MD:3 DT:3	METHOD MD:5
very large data bases	351	N/A	N/A	N/A	N/A	PROBLEM PM:1 DT:1
singular value decomposition	344	METHOD MD:6 PM:2	METHOD MD:10 DT:1 MC:2	METHOD MD:11 PM:3 DT:2	METHOD MD:6 PM:4 DT:2	METHOD MD:8 DT:1
relative error	340	METRIC MD:2 MC:6	METRIC MD:4 MC:6	METHOD MD:8 DT:6 MC:2	METHOD MD:8 DT:2 MC:4	METHOD MD:5 DT:3 MC:4
frequent pattern mining	340	METHOD MD:28 PM:23	PROBLEM MD:7 PM:16 DT:1	DATASET MD:5 PM:5 DT:18	DATASET MD:6 PM:10 DT:11	METHOD MD:4 PM:4 DT:2
regular expressions	338	N/A	METHOD MD:4 DT:1 MC:1	METHOD MD:7 PM:5	PROBLEM MD:2 PM:4 DT:1 MC:1	METHOD MD:3 PM:2 DT:1
negative matrix factorization	337	METHOD MD:3 MC:1	DATASET DT:1	METHOD MD:7 PM:1 DT:1 MC:1	METHOD MD:12 PM:2 DT:5 MC:5	METHOD MD:4 PM:1 DT:2
social machines	333	METHOD MD:1	METHOD MD:9 PM:3	PROBLEM MD:5 PM:8 DT:2 MC:1	PROBLEM MD:4 PM:8 DT:1 MC:1	METHOD MD:5 PM:5 DT:2
topic detection	329	METHOD MD:25 PM:14	METHOD MD:10 PM:6 DT:1	METHOD MD:18 PM:15 DT:4	PROBLEM MD:1 PM:6 DT:1	DATASET MD:5 PM:2 DT:6 MC:1
semantic relatedness	329	METRIC MD:2 MC:24	METRIC MD:6 PM:1 DT:2 MC:25	METHOD MD:10 PM:7 MC:3	METHOD MD:4 PM:2 DT:1 MC:2	METHOD MD:3 PM:2 MC:2
prediction error	328	PROBLEM PM:1 DT:1 MC:1	METRIC MD:3 MC:4	METHOD MD:14 PM:1 DT:2 MC:8	METHOD MD:13 PM:1 DT:6 MC:2	METHOD MD:7 PM:2 DT:1 MC:3
frequent itemset mining	326	PROBLEM MD:31 PM:32 DT:5	PROBLEM MD:9 PM:13 DT:2	DATASET MD:7 PM:5 DT:10	METHOD MD:9 PM:3 DT:9	DATASET MD:6 PM:5 DT:8
knowledge representation	326	METHOD MD:12 PM:11	PROBLEM MD:3 PM:5 DT:3	PROBLEM MD:1 PM:6 DT:4	DATASET MD:2 PM:2 DT:3	METHOD MD:6 PM:2 DT:4
baseline model	326	N/A	METHOD MD:7 MC:1	METHOD MD:17 DT:4	METHOD MD:27 DT:3 MC:8	METHOD MD:21 PM:2 DT:1 MC:1
random forests	326	METHOD MD:1	METHOD MD:6 PM:1 DT:1 MC:3	METHOD MD:5 PM:2 DT:2 MC:1	METHOD MD:5 PM:1 MC:2	METHOD MD:4 PM:1 MC:2
named entity recognition	325	PROBLEM MD:3 PM:17	PROBLEM MD:6 PM:13 DT:2	PROBLEM MD:1 PM:4 DT:4 MC:2	PROBLEM MD:7 PM:13 DT:3	METHOD MD:7 PM:2 DT:2
not applicable	323	PROBLEM PM:1	METHOD MD:24 PM:2 DT:5 MC:2	DATASET MD:6 PM:10 DT:14	DATASET MD:4 PM:4 DT:9 MC:2	METHOD MD:5 PM:1 DT:5 MC:3
word of mouth	320	METHOD MD:4 PM:4	METHOD MD:30 PM:28	PROBLEM MD:3 PM:4 DT:1	PROBLEM MD:2 PM:5	METHOD MD:4 PM:2 DT:1
k nearest neighbor	318	METHOD MD:21 PM:3	METHOD MD:13 PM:4 DT:1 MC:1	METHOD MD:9 PM:4 DT:4 MC:4	METHOD MD:11 PM:4 DT:3 MC:1	METHOD MD:11 PM:2 DT:2 MC:1
support vectors	317	METHOD MD:1	DATASET MD:1 DT:2	DATASET MD:7 DT:10 MC:4	DATASET MD:5 PM:3 DT:7 MC:5	DATASET MD:2 PM:3 DT:5 MC:4
query suggestions	314	METHOD MD:1 MC:1	PROBLEM PM:3	METHOD MD:7 PM:2 DT:1	METHOD MD:5 PM:3 MC:2	PROBLEM MD:1 PM:4 DT:1 MC:3
information technology	311	METHOD MD:1 MC:1	METHOD MD:1 PM:1	METHOD MD:2 PM:1	PROBLEM PM:1	DATASET PM:3 DT:7
markov model	307	METHOD MD:7	METHOD MD:5 PM:1 MC:1	METHOD MD:16 PM:1 DT:3 MC:1	METHOD MD:4 DT:4 MC:3	METHOD MD:12 PM:3 DT:4 MC:2
user model	304	METHOD MD:1 PM:1 MC:1	DATASET DT:1	DATASET MD:3 PM:3 DT:7	PROBLEM MD:5 PM:9 DT:2 MC:4	METHOD MD:10 PM:7 DT:1 MC:2
operating systems	304	METHOD MD:1	PROBLEM MD:1 PM:2	METHOD MD:43 PM:5	PROBLEM MD:3 PM:7	PROBLEM MD:1 PM:6 DT:2
relation extraction	304	PROBLEM MD:5 PM:13	PROBLEM MD:6 PM:10 MC:2	DATASET MD:5 PM:11 DT:16	METHOD MD:6 PM:4 DT:6 MC:1	DATASET PM:3 DT:4
breast cancer	303	DATASET DT:34	DATASET MD:5 PM:5 DT:8	DATASET MD:1 PM:1 DT:5	DATASET MD:1 PM:1 DT:12	DATASET MD:1 PM:1 DT:19 MC:2
database systems	301	DATASET DT:3	DATASET MD:3 PM:4 DT:8	DATASET MD:6 PM:4 DT:9	DATASET MD:1 PM:2 DT:4	DATASET MD:4 PM:2 DT:13
k nearest neighbors	300	METHOD MD:11	METHOD MD:3 DT:3	DATASET MD:4 PM:1 DT:10 MC:4	METHOD MD:7 PM:5 DT:3 MC:2	METHOD MD:7 PM:2 DT:6 MC:5
stack overflow	300	DATASET DT:6	DATASET PM:2 DT:4 MC:1	PROBLEM MD:1 PM:4 DT:4 MC:2	DATASET MD:2 PM:1 DT:11 MC:1	METRIC MD:2 PM:2 MC:3
plug in	296	METHOD MD:9 PM:1 DT:1	METHOD MD:4 PM:3 DT:3 MC:1	METHOD MD:8 PM:6 DT:3 MC:1	PROBLEM MD:4 PM:8 DT:4	DATASET MD:8 PM:1 DT:9 MC:1
learning objects	294	N/A	METHOD MD:3 PM:3	DATASET DT:1 MC:1	METHOD MD:3 PM:2	METHOD MD:7 PM:1 DT:3
query graph	294	DATASET DT:1	METHOD MD:2 DT:2	DATASET MD:3 DT:9 MC:1	DATASET MD:4 PM:1 DT:7 MC:4	DATASET MD:5 PM:3 DT:7 MC:4
programming language	294	PROBLEM PM:1	PROBLEM MD:1 PM:4 DT:1	METHOD MD:16 PM:3 DT:2	PROBLEM MD:6 PM:8 DT:6 MC:1	METHOD MD:5 PM:5
preferential attachment	293	METHOD MD:49 PM:5 MC:11	METRIC MD:1 PM:1 MC:3	METHOD MD:6 PM:2 MC:3	METHOD MD:7 MC:3	METHOD MD:8 PM:3 DT:1
tensor factorization	292	METHOD MD:23 PM:5	METHOD MD:17 PM:2 DT:2	METHOD MD:8 PM:2 DT:4	METHOD MD:10 PM:2 DT:6 MC:3	DATASET MD:3 DT:6 MC:1
new york times	289	DATASET DT:7	PROBLEM PM:1	DATASET MD:1 DT:4	DATASET DT:1	PROBLEM PM:1 DT:1
multi label classification	289	PROBLEM MD:19 PM:38 DT:2	METHOD MD:10 PM:9 MC:1	PROBLEM MD:5 PM:10 DT:6	METHOD MD:4 PM:3 MC:1	METHOD MD:6 PM:1 DT:4 MC:2
false negative	288	METRIC MC:1	METHOD MD:2 DT:2 MC:1	METHOD MD:3 MC:1	METHOD MD:3 PM:2 DT:1 MC:2	METHOD MD:5 PM:2 DT:1 MC:1
maximum likelihood estimation	287	PROBLEM MD:8 PM:9	METHOD MD:12 PM:4 DT:4	METHOD MD:14 PM:3 DT:4 MC:2	METHOD MD:18 PM:2 DT:3 MC:5	METHOD MD:11 PM:3 DT:5
must link	284	DATASET DT:2	DATASET MD:1 DT:2 MC:1	DATASET MD:2 PM:1 DT:3 MC:1	METHOD MD:3 PM:1 DT:3	DATASET MD:1 DT:2 MC:1
compression ratio	284	N/A	METRIC MD:1 DT:1 MC:3	DATASET MD:1 DT:3 MC:2	DATASET MD:2 PM:1 DT:3 MC:1	METHOD MD:7 PM:2 DT:3
classification error	281	METRIC MC:5	METRIC DT:1 MC:7	METHOD MD:4 PM:2 DT:2 MC:3	METHOD MD:9 PM:4 DT:9 MC:1	DATASET MD:3 PM:2 DT:10 MC:1
random forest	280	METHOD MD:31	METHOD MD:14 PM:3	METHOD MD:7 PM:3 DT:2 MC:2	METHOD MD:8 PM:1 DT:2 MC:1	METHOD MD:5 PM:1 DT:1 MC:2
weight vectors	274	N/A	METHOD MD:1	METHOD MD:4 DT:4 MC:2	METHOD MD:8 PM:2 DT:2 MC:1	METHOD MD:4 MC:1
noun phrases	274	N/A	METHOD MD:1 DT:1 MC:1	METHOD MD:1 PM:1	METHOD MD:3 PM:3 DT:1	METHOD MD:3 PM:2 DT:1 MC:2
social networking sites	273	N/A	DATASET DT:6	DATASET MD:1 DT:8	DATASET PM:1 DT:2	PROBLEM PM:1 DT:1
los angeles	273	PROBLEM PM:1 DT:1	METRIC MC:1	METHOD MD:1	DATASET DT:2 MC:1	METRIC MC:1
conditional random fields	271	METHOD MD:4 PM:1	METHOD MD:10 PM:4 DT:1	METHOD MD:9 PM:2	METHOD MD:9 PM:1	METHOD MD:5
degree distributions	270	N/A	METHOD MD:1 DT:1	METHOD MD:1 DT:1	METHOD MD:4 DT:3 MC:1	METHOD MD:2 MC:1
co citation	268	METHOD MD:9 MC:4	METHOD MD:4 MC:1	METRIC MD:1 MC:2	DATASET MD:2 PM:1 DT:3 MC:1	METHOD MD:5 MC:3
heterogeneous information networks	267	N/A	PROBLEM MD:5 PM:7 DT:3	METHOD MD:2 PM:1 MC:1	PROBLEM MD:3 PM:5 DT:3	METHOD MD:6 PM:3 DT:1 MC:1
deep learning	266	METHOD MD:57 PM:3	METHOD MD:2 PM:1 DT:1	METHOD MD:4 PM:4 DT:3 MC:1	METHOD MD:3 DT:2 MC:2	METHOD MD:3 PM:1 DT:2 MC:1
dimension reduction	266	METHOD MD:32 PM:11 DT:1	METHOD MD:7 PM:1 DT:1 MC:1	METHOD MD:9 PM:2 DT:8 MC:1	METHOD MD:7 PM:2 DT:3 MC:3	DATASET MD:5 PM:5 DT:10 MC:3
coordinate descent	265	METHOD MD:114 PM:2	METHOD MD:5 PM:4 MC:1	METHOD MD:3 DT:1 MC:2	METHOD MD:13 PM:4 DT:2 MC:2	PROBLEM MD:6 PM:7 MC:1
part of speech	264	METRIC MC:1	PROBLEM MD:2 PM:6	DATASET MD:1 DT:2 MC:1	METHOD MD:1 PM:1 MC:1	METHOD MD:4 PM:4
description logics	264	METHOD MD:1	PROBLEM PM:3 DT:1	METHOD MD:2 PM:1 DT:1	METHOD MD:4 PM:3	METHOD MD:3 PM:1
principal component analysis	264	METHOD MD:3	METHOD MD:2 PM:1 DT:2	METHOD MD:4 PM:2 DT:2 MC:3	DATASET MD:6 PM:1 DT:7 MC:1	DATASET MD:8 PM:2 DT:9
speech recognition	263	PROBLEM MD:1 PM:6	METHOD MD:4 PM:3 DT:2 MC:1	METHOD MD:4 PM:2	PROBLEM MD:1 PM:5	PROBLEM PM:3 DT:1
unified framework	262	N/A	METHOD MD:5 DT:1	PROBLEM MD:3 PM:6 DT:2 MC:3	METHOD MD:2 PM:1 DT:2	METHOD MD:14 PM:5 DT:1
