ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
group member content similarity	2	N/A	N/A	N/A	N/A	N/A
animated people textures	2	N/A	N/A	N/A	N/A	N/A
independent bayesian classifier combination	2	N/A	N/A	N/A	METHOD MD:1	N/A
gwinnett county public schools	2	N/A	N/A	N/A	N/A	N/A
tactical decision aids	2	N/A	N/A	N/A	N/A	N/A
orientation ordering	2	N/A	METHOD MD:1	N/A	N/A	N/A
rest state transition system	2	N/A	N/A	N/A	N/A	N/A
stochastic nearest neighbor	2	N/A	METHOD MD:1	N/A	N/A	N/A
alternating structural optimization	2	N/A	METHOD MD:1	N/A	METHOD MD:1 PM:1	N/A
pairwise kernel method	2	N/A	N/A	N/A	N/A	N/A
receiver operation characteristic	2	N/A	N/A	N/A	N/A	METRIC MC:1
adaptive size hoeffding tree	2	N/A	N/A	N/A	N/A	N/A
what you see is what you get	2	N/A	PROBLEM PM:1	N/A	N/A	N/A
online service platforms	2	N/A	N/A	N/A	N/A	N/A
coverage recall	2	N/A	N/A	N/A	N/A	N/A
weight manipulation naive bayes	2	N/A	N/A	N/A	N/A	N/A
primary trace	2	N/A	DATASET DT:1	N/A	N/A	METHOD MD:1 PM:1
stanford twitter sentiment	2	N/A	N/A	DATASET DT:1	N/A	N/A
temporal personalized random walk	2	N/A	N/A	N/A	N/A	N/A
respondent driven sampling	2	N/A	N/A	N/A	N/A	N/A
recent history footer	2	N/A	N/A	N/A	N/A	N/A
volume maximization	2	N/A	N/A	METHOD MD:1	N/A	N/A
discriminant component analysis	2	N/A	N/A	N/A	N/A	N/A
retail store assistant	2	N/A	N/A	N/A	N/A	N/A
bundles one by one	2	N/A	N/A	N/A	N/A	METHOD MD:1
sparse distance metric learning	2	N/A	METHOD MD:1	N/A	N/A	N/A
group latent anomaly detection	2	N/A	METHOD MD:1	N/A	METHOD MD:2	N/A
external quality assurance program oversight laboratory	2	N/A	N/A	N/A	N/A	N/A
author spamicity model	2	N/A	N/A	METHOD MD:1	N/A	N/A
situation action rules	2	N/A	N/A	N/A	N/A	N/A
policy set target true	2	N/A	N/A	N/A	N/A	N/A
span ratio	2	N/A	N/A	N/A	N/A	N/A
successive linearization algorithm	2	N/A	METHOD MD:1	N/A	N/A	N/A
weighted approximate rank pairwise	2	N/A	N/A	N/A	N/A	N/A
travel aid	2	N/A	N/A	N/A	N/A	N/A
forward filtering backward sampling	2	N/A	N/A	N/A	METHOD MD:1	N/A
tweets gold standard	2	N/A	N/A	N/A	N/A	N/A
ordered tree markov model	2	N/A	N/A	N/A	N/A	N/A
action probabilistic	2	N/A	N/A	METHOD MD:1	N/A	N/A
national resident matching problem	2	N/A	N/A	N/A	N/A	N/A
collaboratively generated content	2	N/A	N/A	N/A	N/A	N/A
locality aware request distribution	2	N/A	N/A	N/A	N/A	N/A
item ownership	2	N/A	N/A	N/A	METRIC MC:1	N/A
packet header anomaly detection	2	N/A	N/A	N/A	N/A	N/A
search preview accept	2	N/A	N/A	N/A	METHOD MD:2	N/A
model human processor	2	N/A	N/A	N/A	N/A	N/A
late bidding rate	2	N/A	N/A	N/A	N/A	N/A
supply side platform	2	N/A	N/A	N/A	N/A	N/A
all rides query	2	N/A	N/A	N/A	N/A	N/A
partial order full graph	2	N/A	N/A	N/A	N/A	N/A
specified prediction window	2	N/A	N/A	N/A	N/A	N/A
probabilistic bounded range query	2	N/A	N/A	N/A	N/A	N/A
online newton updates	2	N/A	N/A	N/A	N/A	N/A
vapnik chernovenkis	2	N/A	N/A	N/A	N/A	N/A
well in advance instruction	2	N/A	N/A	N/A	N/A	N/A
kullback leibler importance estimation procedure	2	N/A	N/A	METHOD MD:1	N/A	METHOD MD:1
maximum containment search	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
latent action bounds	2	N/A	N/A	N/A	N/A	N/A
infra red	2	N/A	N/A	N/A	N/A	PROBLEM PM:1
electronics information	2	N/A	N/A	N/A	N/A	N/A
average percentile rank	2	N/A	N/A	N/A	N/A	N/A
new product introduction	2	N/A	N/A	PROBLEM PM:1	N/A	N/A
open biomedical ontologies	2	N/A	N/A	N/A	N/A	N/A
first order temporal logic	2	N/A	N/A	METHOD MD:1	N/A	N/A
title matching	2	METHOD MD:1	N/A	N/A	N/A	N/A
kronecker product graph model	2	N/A	N/A	N/A	N/A	N/A
xml normal form	2	N/A	N/A	N/A	N/A	N/A
transactions on modeling and computer simulation	2	N/A	N/A	N/A	N/A	N/A
massachusetts comprehensive assessment system	2	N/A	N/A	N/A	N/A	N/A
colored p/t net	2	N/A	N/A	N/A	N/A	N/A
contentbased recommendation	2	N/A	N/A	N/A	N/A	N/A
concept abduction problem	2	N/A	N/A	N/A	N/A	N/A
mean squared prediction error	2	N/A	N/A	N/A	N/A	N/A
positive miss	2	N/A	N/A	N/A	N/A	N/A
standard matching	2	N/A	N/A	N/A	N/A	N/A
cooke younger kasami	2	N/A	N/A	N/A	METHOD MD:1	N/A
naive conformer maverick	2	METHOD MD:1	METHOD MD:1	N/A	METHOD MD:1	N/A
international telecommunications union	2	N/A	N/A	N/A	N/A	N/A
patient rule induction method	2	N/A	N/A	N/A	N/A	N/A
hybrid geo semantic proximity	2	N/A	N/A	N/A	N/A	N/A
online newton update	2	N/A	METHOD MD:1	N/A	METHOD MD:2	N/A
general interest taxonomy	2	N/A	N/A	N/A	N/A	N/A
multiple hypothesis test	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
communities of practices	2	N/A	N/A	N/A	N/A	PROBLEM PM:1
virtual information officer	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
vertex collocation profiles	2	N/A	N/A	N/A	N/A	N/A
average stochastic gradient descent	2	N/A	N/A	N/A	METHOD MD:2	N/A
co category	2	N/A	N/A	N/A	METRIC MC:1	N/A
hierarchical clustering model	2	N/A	N/A	N/A	N/A	N/A
document frequency based semantic filter	2	N/A	N/A	N/A	N/A	N/A
candid covariancefree incremental principal component analysis	2	N/A	N/A	N/A	N/A	N/A
el ni˜no southern oscillation	2	N/A	N/A	N/A	N/A	N/A
matthews correlation coefficient	2	N/A	N/A	N/A	N/A	N/A
cost sensitive filter tree	2	N/A	N/A	N/A	N/A	METHOD MD:1
probabilistic neural networks	2	N/A	N/A	N/A	N/A	N/A
public use microdata areas	2	N/A	N/A	N/A	DATASET DT:1	N/A
attributed relational graph	2	N/A	N/A	N/A	N/A	N/A
transport booking service	2	N/A	N/A	N/A	N/A	N/A
relational pseudo anomaly detection	2	N/A	N/A	N/A	N/A	N/A
multilevel actor similarity	2	N/A	N/A	N/A	METHOD MD:1	N/A
open hypermedia interchange format	2	N/A	N/A	N/A	N/A	N/A
person restaurants	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
structural regression trees	2	N/A	N/A	N/A	N/A	N/A
higher order orthogonal iteration	2	N/A	N/A	N/A	N/A	N/A
dual inverted	2	N/A	DATASET DT:1	N/A	N/A	N/A
synchronization helper	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
general radiologists	2	N/A	N/A	N/A	N/A	N/A
web services matchmaking engine	2	N/A	N/A	N/A	N/A	N/A
positive hit	2	N/A	N/A	N/A	N/A	N/A
plasma display panel	2	N/A	N/A	METHOD MD:1 PM:1	N/A	N/A
particle swarm optimization	2	N/A	N/A	N/A	METRIC MC:1	N/A
proximal distancing theory	2	N/A	N/A	N/A	N/A	N/A
earth moving distance	2	N/A	N/A	N/A	METHOD MD:1	N/A
asynchronous transfer mode	2	N/A	N/A	N/A	N/A	N/A
bag of entities	2	N/A	N/A	N/A	N/A	N/A
diversity factor	2	N/A	N/A	N/A	N/A	N/A
research knowledge base	2	N/A	PROBLEM PM:1	DATASET DT:1	N/A	N/A
individual rating deviation	2	N/A	N/A	N/A	N/A	N/A
object representer	2	N/A	N/A	N/A	N/A	N/A
normalized mutual information feature selection	2	N/A	N/A	N/A	N/A	N/A
individual member coupling	2	N/A	N/A	N/A	N/A	N/A
new task session	2	N/A	N/A	N/A	N/A	N/A
target model focus	2	N/A	N/A	N/A	METRIC MC:1	N/A
content code blurring	2	N/A	N/A	N/A	METHOD MD:1	N/A
significant change detection	2	N/A	N/A	N/A	N/A	N/A
engine health monitoring	2	N/A	N/A	N/A	N/A	N/A
dynamic stochastic block model	2	N/A	N/A	N/A	N/A	N/A
query distances	2	METRIC MC:1	N/A	N/A	N/A	N/A
policy target true	2	N/A	N/A	N/A	N/A	N/A
hierarchical condition category	2	N/A	N/A	N/A	N/A	N/A
traffic dispersion graphs	2	N/A	N/A	N/A	N/A	N/A
mediator agent	2	N/A	N/A	N/A	N/A	N/A
quantitative structure permeatibility relationships	2	N/A	N/A	N/A	N/A	N/A
simple query dependent	2	N/A	N/A	METHOD MD:1	METHOD MD:2	N/A
generalized nash equilibrium problem	2	N/A	N/A	N/A	N/A	N/A
recursive fuzzy hashing	2	N/A	METHOD MD:1	N/A	N/A	N/A
dblp scholar	2	N/A	N/A	N/A	N/A	N/A
java active extensions	2	N/A	PROBLEM PM:1	N/A	PROBLEM PM:1	N/A
web service analysis tool	2	N/A	N/A	METHOD MD:1	N/A	N/A
virtual reality markup language	2	N/A	N/A	N/A	N/A	N/A
regularized kernel discriminant analysis	2	N/A	N/A	N/A	N/A	N/A
stanford medical informatics	2	N/A	N/A	N/A	N/A	N/A
structural contexts model	2	N/A	N/A	PROBLEM PM:1	DATASET DT:1	N/A
minimal perfect hash functions	2	N/A	N/A	METHOD MD:1	N/A	N/A
portfolio armed bandit	2	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
workshop on rapid malcode	2	N/A	N/A	N/A	N/A	N/A
repeated impossible discrimination ensemble	2	N/A	N/A	N/A	N/A	N/A
north atlantic oscillation	2	N/A	N/A	N/A	N/A	N/A
principle components analysis	2	N/A	N/A	N/A	N/A	N/A
national transportation safety board	2	N/A	N/A	N/A	DATASET DT:1	N/A
incremental grid growing	2	N/A	N/A	N/A	N/A	N/A
symmetric conditional probability	2	N/A	N/A	METRIC MC:1	N/A	N/A
global as view	2	N/A	N/A	DATASET DT:1	N/A	N/A
interpolated kneser ney	2	N/A	N/A	N/A	N/A	N/A
generic adaptation component	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
system usability scale	2	N/A	N/A	PROBLEM PM:1	N/A	N/A
high assurance systems engineering	2	N/A	N/A	METHOD MD:1	N/A	N/A
data description languages	2	N/A	N/A	N/A	N/A	N/A
application layer anomaly detector	2	N/A	N/A	METHOD MD:1	N/A	N/A
library of congress information system	2	N/A	N/A	N/A	N/A	N/A
index server node	2	N/A	N/A	N/A	N/A	N/A
latent semantic kernels	2	N/A	N/A	N/A	N/A	N/A
script engine proxy	2	N/A	N/A	N/A	N/A	N/A
social personal data store	1	N/A	N/A	N/A	N/A	N/A
quadratically constraint quadratic programming	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
relational summary network	1	N/A	N/A	N/A	METHOD MD:1	N/A
the cancer genome atlas	1	N/A	N/A	N/A	N/A	N/A
pending pattern table	1	N/A	N/A	N/A	N/A	N/A
bayesian dirichlet	1	N/A	N/A	N/A	METRIC MC:1	N/A
customizer meta file	1	N/A	N/A	N/A	N/A	N/A
normal cardinal score	1	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
sequential minimization optimization	1	N/A	N/A	N/A	N/A	N/A
shift invariant feature transform	1	N/A	N/A	N/A	N/A	N/A
cluster number error	1	N/A	N/A	N/A	N/A	N/A
density logistic regression	1	N/A	N/A	N/A	N/A	N/A
conceptual hypermedia systems	1	N/A	N/A	N/A	N/A	N/A
security operations center	1	N/A	N/A	N/A	N/A	N/A
discrete wavelet transformation	1	N/A	N/A	N/A	N/A	N/A
scalable tensor recursive orthogonal decomposition	1	N/A	N/A	N/A	METHOD MD:1	N/A
maximum recommended therapeutic dose	1	N/A	N/A	N/A	N/A	N/A
transport protocol data unit	1	N/A	N/A	N/A	N/A	N/A
non disclosure agreement	1	N/A	N/A	N/A	N/A	N/A
analytic network process	1	N/A	N/A	N/A	N/A	N/A
metrical task system	1	N/A	N/A	N/A	N/A	N/A
additive outliers	1	N/A	N/A	N/A	N/A	N/A
dual iterative pattern relation expansion	1	N/A	N/A	N/A	N/A	N/A
simultaneous iterative reconstructive technique	1	N/A	N/A	N/A	N/A	N/A
arithmetic reasoning	1	N/A	N/A	N/A	N/A	N/A
special function units	1	N/A	N/A	N/A	N/A	N/A
protocol data units	1	N/A	N/A	N/A	N/A	METHOD MD:1
portable batch system	1	N/A	N/A	N/A	N/A	N/A
root mean sqaured error	1	N/A	N/A	N/A	N/A	N/A
distance based sequence hiding	1	N/A	N/A	N/A	N/A	N/A
disability rights commission	1	N/A	N/A	N/A	N/A	N/A
person correction coefficient	1	N/A	N/A	N/A	N/A	N/A
nasa postdoctoral program	1	N/A	N/A	N/A	N/A	N/A
producer price index	1	N/A	N/A	N/A	N/A	N/A
signature image base	1	N/A	N/A	N/A	N/A	N/A
relational data base manager system	1	N/A	N/A	N/A	N/A	DATASET DT:1
organic light emitting diode	1	N/A	N/A	N/A	N/A	N/A
second order cone program	1	N/A	N/A	N/A	N/A	N/A
meaningful lowest common ancestor structure	1	N/A	N/A	N/A	N/A	N/A
travel time index	1	N/A	METRIC MC:1	N/A	N/A	N/A
semantic virtual environment	1	N/A	N/A	N/A	N/A	N/A
integrated mean squared errors	1	N/A	N/A	N/A	N/A	METRIC MC:1
internet cache protocol	1	N/A	N/A	N/A	N/A	N/A
symmetric clustering model	1	N/A	N/A	N/A	N/A	METHOD MD:1
user activity graph	1	N/A	N/A	N/A	N/A	N/A
time delay neural network	1	N/A	N/A	N/A	N/A	N/A
web access sequence database	1	N/A	N/A	N/A	N/A	N/A
semantic web dog food1	1	N/A	N/A	N/A	N/A	N/A
return over investment	1	N/A	N/A	N/A	N/A	N/A
sparse principle component analysis	1	N/A	N/A	N/A	N/A	N/A
behavior generating element	1	N/A	N/A	N/A	N/A	N/A
contextual search engine	1	N/A	N/A	N/A	N/A	N/A
linked queue	1	N/A	N/A	N/A	N/A	N/A
multiple non prominent	1	N/A	N/A	N/A	N/A	N/A
generally useful ethnicity search system	1	N/A	N/A	N/A	N/A	N/A
add to clause	1	N/A	N/A	N/A	N/A	N/A
estimated population file	1	N/A	N/A	N/A	N/A	N/A
solid angle	1	N/A	N/A	N/A	N/A	N/A
sap community network	1	N/A	N/A	N/A	N/A	N/A
trans reservation	1	N/A	N/A	N/A	N/A	N/A
range minimum query	1	N/A	N/A	N/A	DATASET DT:1	N/A
deterministic reservoir construction	1	N/A	N/A	N/A	METHOD MD:1	N/A
industry applicatons society	1	N/A	N/A	N/A	N/A	N/A
relative support error	1	N/A	N/A	N/A	N/A	N/A
argumentative zones	1	N/A	N/A	N/A	N/A	N/A
pre market approval	1	N/A	N/A	N/A	N/A	N/A
online public access catalogs	1	N/A	N/A	N/A	N/A	N/A
and antarctic oscillation	1	N/A	N/A	N/A	N/A	N/A
within class covariance normalization	1	N/A	N/A	N/A	N/A	N/A
document type descriptor	1	N/A	N/A	N/A	N/A	PROBLEM PM:1
test week replay	1	N/A	METHOD MD:1	N/A	N/A	N/A
start of future	1	N/A	N/A	N/A	N/A	N/A
web services modeling ontology8	1	N/A	N/A	N/A	N/A	N/A
british united provident association	1	N/A	N/A	N/A	N/A	N/A
text retrieval evaluation conference	1	N/A	N/A	N/A	N/A	N/A
lazy receiver processing	1	N/A	N/A	N/A	N/A	N/A
application programming interfaced	1	N/A	N/A	N/A	N/A	N/A
dynamic relation tree	1	N/A	N/A	N/A	N/A	N/A
north rhine westphalia	1	N/A	N/A	N/A	N/A	N/A
static classifier selection	1	N/A	N/A	N/A	N/A	N/A
cumulative behavioral distribution	1	N/A	N/A	N/A	N/A	N/A
document schema definition languages	1	N/A	N/A	N/A	N/A	N/A
art of problem solving	1	N/A	N/A	N/A	N/A	DATASET DT:1
largest pagelet	1	N/A	N/A	N/A	N/A	N/A
discriminative multinomial naive bayes	1	N/A	N/A	N/A	N/A	N/A
annotated suffix trees	1	N/A	N/A	N/A	N/A	METHOD MD:1
significance profile	1	N/A	N/A	N/A	N/A	N/A
graphlet frequency distributions	1	N/A	N/A	N/A	N/A	N/A
generalized low rank approximation model	1	N/A	N/A	N/A	N/A	N/A
artifactual patterns	1	N/A	N/A	N/A	N/A	METRIC MC:1
geoscience australia	1	N/A	N/A	N/A	N/A	N/A
developmental therapeutics program	1	N/A	N/A	DATASET DT:1	N/A	N/A
quadric constrained quadratic programming	1	N/A	N/A	N/A	N/A	N/A
simple uncertaincy	1	N/A	N/A	N/A	METHOD MD:1	N/A
aortic valve replacement	1	N/A	N/A	N/A	N/A	N/A
probabilistic latent semantics analysis	1	N/A	N/A	N/A	N/A	N/A
global data assimilation system	1	N/A	N/A	N/A	N/A	N/A
georgia performance standards	1	N/A	N/A	N/A	N/A	N/A
manufacturing execution system	1	N/A	N/A	N/A	N/A	N/A
computer aided learning center	1	N/A	N/A	N/A	N/A	N/A
pre cumulation	1	N/A	N/A	N/A	METHOD MD:1	N/A
acl anthology network6	1	N/A	N/A	N/A	N/A	DATASET DT:1
xml relational transformation	1	N/A	N/A	N/A	N/A	N/A
variational wavelet regression	1	N/A	N/A	N/A	N/A	N/A
value distance metric	1	N/A	N/A	N/A	N/A	N/A
static dynamic cache	1	N/A	N/A	N/A	N/A	N/A
character encoding scheme	1	N/A	N/A	N/A	N/A	N/A
hashtag gold standard	1	N/A	N/A	N/A	N/A	N/A
links omitted	1	N/A	N/A	N/A	N/A	N/A
normalized histogram comparison	1	N/A	METHOD MD:1	N/A	N/A	N/A
mass detection tool	1	N/A	N/A	N/A	N/A	N/A
smallest lowest common ancestors	1	N/A	N/A	N/A	N/A	N/A
residency review committees	1	N/A	N/A	N/A	N/A	N/A
diagonal gustafson kessel	1	N/A	N/A	N/A	N/A	N/A
rankone residue iteration	1	N/A	N/A	N/A	N/A	N/A
backend metadata manager	1	N/A	N/A	N/A	N/A	N/A
document object model3	1	N/A	N/A	N/A	N/A	N/A
media fragments working group1	1	N/A	N/A	N/A	N/A	N/A
right temporal depth	1	N/A	N/A	N/A	N/A	N/A
distributed sloppy hash table	1	N/A	N/A	N/A	N/A	N/A
customer premises network	1	N/A	N/A	N/A	N/A	N/A
degree of acceptance	1	N/A	N/A	N/A	N/A	N/A
similarity attraction	1	N/A	N/A	N/A	N/A	N/A
criterion referenced competency test	1	N/A	N/A	N/A	N/A	N/A
hitting set tree	1	N/A	N/A	N/A	METHOD MD:1	N/A
diagnostic true rate	1	N/A	N/A	N/A	N/A	N/A
upper bound set	1	N/A	N/A	N/A	N/A	N/A
truth existence model	1	N/A	METHOD MD:1	N/A	N/A	N/A
trusted computing base	1	N/A	N/A	N/A	N/A	N/A
creative commons2	1	N/A	N/A	N/A	N/A	METHOD MD:1
searchtrigger queries diversification	1	N/A	N/A	N/A	N/A	N/A
mobile data management workshops	1	N/A	N/A	N/A	N/A	N/A
proportional derivative	1	N/A	N/A	N/A	N/A	N/A
disjunctive threshold query	1	N/A	N/A	N/A	N/A	N/A
document expansion language model	1	N/A	N/A	N/A	N/A	N/A
latent bias model	1	N/A	N/A	N/A	N/A	N/A
network guided forests	1	N/A	N/A	N/A	N/A	N/A
organization domain modeling	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
predicative model markup language	1	N/A	N/A	N/A	N/A	N/A
transaction on database systems	1	N/A	N/A	N/A	METHOD MD:1	N/A
area under tree	1	N/A	METRIC MC:1	N/A	N/A	N/A
speech application programming interface	1	N/A	N/A	N/A	N/A	N/A
digital terrestrial transmission	1	N/A	N/A	N/A	N/A	N/A
multinomial genre model	1	N/A	N/A	N/A	N/A	N/A
high normalized entropy	1	N/A	N/A	N/A	N/A	N/A
generalized linear auto regressive processes	1	N/A	N/A	N/A	METHOD MD:1	N/A
multiple bernoulli relevance model	1	N/A	N/A	N/A	N/A	N/A
data source measurement interface	1	N/A	N/A	N/A	N/A	N/A
constrained heterogeneous information network clustering	1	N/A	METHOD MD:1	N/A	N/A	N/A
knowledge based recommendation	1	N/A	N/A	N/A	N/A	N/A
maximum likehood estimator	1	N/A	N/A	N/A	N/A	N/A
sparse group subset selection	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
combined behavior specific user profile	1	N/A	N/A	N/A	N/A	N/A
mitral valve replacement	1	N/A	N/A	N/A	N/A	N/A
attribute value taxonomy	1	N/A	N/A	N/A	N/A	N/A
distributed programs monitor	1	N/A	N/A	N/A	N/A	N/A
fast channel switch	1	N/A	PROBLEM PM:1	N/A	N/A	N/A
acceleration sensing glove	1	N/A	N/A	N/A	N/A	N/A
document slope curves	1	N/A	N/A	N/A	N/A	N/A
microsoft academic services	1	N/A	N/A	N/A	N/A	N/A
conditional semi markov model	1	N/A	N/A	N/A	N/A	N/A
general information description	1	N/A	N/A	N/A	N/A	N/A
absolute pott model	1	N/A	N/A	N/A	N/A	N/A
israeli science foundation	1	N/A	N/A	N/A	N/A	N/A
random node neighbor	1	N/A	N/A	N/A	N/A	N/A
alternating nonnegative least square	1	N/A	N/A	N/A	METHOD MD:1	METHOD MD:1
cost per mille/impression	1	N/A	N/A	N/A	N/A	N/A
indicator based evolutionary algorithm	1	N/A	N/A	N/A	N/A	N/A
bayesian point machines	1	N/A	N/A	N/A	N/A	N/A
pre shared key	1	N/A	N/A	N/A	N/A	N/A
industry solution representative	1	N/A	N/A	N/A	N/A	N/A
augmented dickey fuller	1	N/A	N/A	N/A	N/A	N/A
motor neurone disease	1	N/A	N/A	N/A	N/A	N/A
expected maximization	1	N/A	N/A	PROBLEM PM:1	PROBLEM PM:1	N/A
human relevancy system	1	N/A	N/A	N/A	N/A	N/A
propulsion subsystem	1	N/A	N/A	N/A	N/A	N/A
xml key management specification	1	N/A	N/A	N/A	N/A	N/A
insulin dependent diabetes mellitus	1	N/A	N/A	N/A	N/A	N/A
scientific collaboration framework	1	N/A	N/A	N/A	N/A	N/A
evidence queries	1	N/A	N/A	N/A	N/A	N/A
merging same sentence entities	1	N/A	N/A	N/A	N/A	N/A
linear time approximation scheme	1	N/A	N/A	N/A	N/A	N/A
arithmetical average centroid	1	N/A	N/A	N/A	N/A	N/A
triad significance profiles	1	N/A	N/A	N/A	N/A	N/A
numerical operations	1	N/A	N/A	N/A	N/A	N/A
cluster representative lasso	1	N/A	N/A	N/A	N/A	N/A
shill proof fee	1	N/A	N/A	N/A	N/A	N/A
multi objective genetic fuzzy intrusion detection systems	1	N/A	N/A	N/A	N/A	N/A
nugget recall	1	N/A	N/A	N/A	N/A	N/A
multidisciplinary university research initiative	1	N/A	N/A	N/A	N/A	N/A
table tennis	1	N/A	N/A	N/A	N/A	N/A
community cascade network	1	N/A	N/A	N/A	METHOD MD:1	N/A
maximal travel math	1	N/A	N/A	N/A	METHOD MD:1	N/A
general specific concepts	1	N/A	N/A	N/A	N/A	N/A
bayesian treed linear models	1	N/A	N/A	N/A	N/A	N/A
defense innovative research project	1	N/A	N/A	N/A	N/A	N/A
media key block	1	N/A	N/A	N/A	N/A	N/A
hybrid dynamic expansion reduction	1	N/A	N/A	N/A	N/A	N/A
bone marrow stromal cells	1	N/A	N/A	N/A	N/A	N/A
ant colony optimization	1	N/A	N/A	N/A	N/A	N/A
weighted fair queueing	1	N/A	N/A	N/A	N/A	N/A
temporal place	1	N/A	N/A	N/A	N/A	N/A
stamp collecting	1	N/A	N/A	N/A	N/A	METHOD MD:1
bayesian naive bayes classifier	1	N/A	N/A	N/A	N/A	N/A
high degree sampling	1	N/A	N/A	N/A	N/A	N/A
probabilistic latent semantic index	1	N/A	N/A	N/A	N/A	N/A
complete spatial randomness	1	N/A	N/A	N/A	N/A	N/A
geographical named entity recognizer	1	N/A	N/A	N/A	DATASET DT:1	N/A
matrix stick breaking process	1	N/A	N/A	N/A	N/A	N/A
generalised second prices	1	N/A	N/A	N/A	N/A	N/A
discrete fourier transformation	1	N/A	N/A	N/A	N/A	N/A
virtual solar terrestrial observatory	1	N/A	N/A	N/A	N/A	N/A
rule calculus	1	N/A	N/A	N/A	N/A	N/A
authority information access	1	N/A	N/A	N/A	N/A	N/A
longest common subsequence similarity	1	N/A	N/A	N/A	N/A	N/A
software tester	1	N/A	N/A	N/A	N/A	N/A
kolbe conative index	1	N/A	N/A	N/A	N/A	METRIC MC:1
root mean squared relative error	1	N/A	N/A	N/A	N/A	N/A
aggregated expected error	1	N/A	N/A	METRIC MC:1	N/A	N/A
primary f variable	1	N/A	N/A	N/A	N/A	N/A
seller reputation escalation	1	N/A	N/A	N/A	N/A	N/A
adaptive distance dynamic clusters	1	N/A	N/A	N/A	METHOD MD:1	N/A
information commissioners office	1	N/A	N/A	N/A	N/A	N/A
delete the clause	1	N/A	N/A	N/A	N/A	N/A
edge server groups	1	N/A	N/A	N/A	N/A	N/A
hand foot mouth disease	1	N/A	N/A	N/A	N/A	N/A
relative semantic position	1	N/A	N/A	N/A	N/A	N/A
news personalization server	1	N/A	N/A	N/A	N/A	N/A
latent action bound	1	N/A	N/A	N/A	N/A	N/A
global ports database	1	N/A	N/A	N/A	N/A	N/A
subject phrase	1	N/A	N/A	N/A	N/A	N/A
adult relevance judgments	1	N/A	N/A	N/A	N/A	N/A
incoherent sparse low rank	1	N/A	N/A	N/A	N/A	N/A
maximal comparable elements	1	N/A	N/A	N/A	N/A	N/A
relative diversity level	1	N/A	N/A	N/A	N/A	N/A
principle of database systems	1	N/A	N/A	N/A	N/A	N/A
explicit factor model	1	N/A	N/A	N/A	N/A	N/A
tainted execution path tree	1	N/A	N/A	N/A	N/A	N/A
precipitation radar	1	N/A	N/A	N/A	N/A	N/A
hierarchical diagnostic categories	1	N/A	N/A	N/A	N/A	N/A
dfs topdown	1	N/A	N/A	N/A	N/A	N/A
coupled pattern learning	1	N/A	N/A	N/A	N/A	N/A
average ranked precision	1	N/A	N/A	N/A	N/A	N/A
growing hierarchical self organizing map	1	N/A	N/A	N/A	N/A	N/A
empirical averaging	1	N/A	N/A	N/A	N/A	N/A
network node management systems	1	N/A	N/A	N/A	N/A	N/A
domain interaction models	1	N/A	N/A	N/A	N/A	N/A
rigorous concept drifting	1	N/A	N/A	N/A	N/A	N/A
computer assisted audit techniques	1	N/A	N/A	N/A	N/A	N/A
wharton research data services	1	N/A	N/A	N/A	N/A	N/A
browser object model	1	N/A	N/A	N/A	N/A	N/A
hackers of planet earth	1	N/A	N/A	N/A	N/A	N/A
distributed coordinated function	1	N/A	N/A	N/A	N/A	N/A
cross view hashing	1	N/A	METHOD MD:1	N/A	N/A	N/A
researcher network knowledge base	1	N/A	N/A	N/A	N/A	DATASET DT:1
individual case enforcement	1	N/A	N/A	N/A	N/A	N/A
continuous relevance model	1	N/A	N/A	N/A	N/A	N/A
multiplied examples	1	N/A	N/A	N/A	METHOD MD:1	N/A
frame error rate	1	N/A	N/A	N/A	N/A	N/A
shortest constituent path	1	N/A	N/A	N/A	N/A	N/A
time stepped hybrid simulation	1	N/A	N/A	N/A	N/A	N/A
tag atom inverted list	1	N/A	N/A	N/A	N/A	N/A
economic development growth engine	1	N/A	N/A	N/A	N/A	N/A
uniform resource nominators	1	N/A	N/A	METHOD MD:1	N/A	N/A
description definition language	1	N/A	N/A	N/A	N/A	N/A
syrian electronic army	1	N/A	N/A	N/A	N/A	N/A
random pagerank node	1	N/A	N/A	N/A	N/A	N/A
value indexed partitions	1	N/A	N/A	N/A	N/A	N/A
definite finite automation	1	N/A	N/A	N/A	N/A	N/A
loose concept drifting	1	N/A	N/A	N/A	N/A	N/A
non dependency model	1	N/A	N/A	N/A	N/A	N/A
london travel demand survey	1	N/A	N/A	N/A	N/A	N/A
community neighbor algorithm	1	N/A	N/A	N/A	N/A	METHOD MD:1
